ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime
4616258,6,69,14,B,F,North,N West,Silver,2190.24,24
1754397,14,NA,39,E,F,North,Yorkshire,Silver,720,1
5931195,NA,70,53,F,F,Midlands,Midlands,Silver,2000,1
8689428,7,53,12,B,F,South East,London,Silver,5000,5
8509984,12,32,32,D,NA,NA,NA,Tin,0.01,5
1386472,17,31,50,F,F,Midlands,Midlands,Tin,0.01,4
655701,5,58,21,C,U,South East,London,Gold,6105.32,7
6808412,3,54,52,F,U,Midlands,East,Platinum,49300,13
4338463,10,41,21,C,F,South East,London,Tin,0.01,4
5958452,10,37,30,D,M,North,Yorkshire,Tin,0.01,8
7405510,11,40,34,D,F,NA,NA,Silver,750,8
4682147,12,61,51,F,M,Midlands,Midlands,Silver,3000,3
3338432,9,NA,32,D,M,Midlands,East,Tin,0.01,11
2430319,6,64,5,B,F,Midlands,Midlands,Silver,2000,5
724930,11,NA,1,A,M,South East,London,Platinum,20552.55,3
8108341,11,NA,23,C,M,Midlands,Wales & West,Platinum,25000,4
9151872,12,44,35,D,M,North,N West,Silver,510,13
2222934,7,58,3,A,F,South East,London,Gold,6000,6
2734864,7,51,32,D,M,Midlands,Midlands,Gold,6053.36,8
2547516,5,68,30,D,NA,South West,S West,Silver,978.4,29
5515498,10,NA,52,F,F,North,Yorkshire,Tin,0.01,4
202838,11,47,17,C,F,Scottish,C Scotland,Tin,0.01,5
6826445,8,52,44,E,F,South East,London,Tin,0.01,8
3779745,3,74,20,C,U,North,N East,Silver,3000,9
1431481,12,52,32,D,F,North,Yorkshire,Silver,3000,2
1541105,10,59,37,E,U,Midlands,East,Silver,4750,7
1021445,9,56,35,D,M,North,N East,Silver,2500,12
640015,17,39,35,D,U,North,N West,Tin,0.01,5
7215291,6,47,34,D,F,South East,London,Tin,0.01,NA
3001188,8,NA,25,C,F,Scottish,C Scotland,Silver,1392.21,18
6307978,7,48,53,F,NA,North,Yorkshire,Silver,3053.82,5
6178775,7,78,18,C,M,North,N West,Tin,0.01,7
6533266,6,63,22,C,NA,Midlands,Midlands,Gold,5425.13,4
3323946,6,69,44,E,F,South East,London,Silver,3000,3
9484651,5,50,15,B,NA,North,N East,Tin,0.01,16
1977475,12,53,8,B,F,South East,London,Tin,0.01,5
7952929,5,57,NA,NA,M,Midlands,Ulster,Tin,0.01,5
6918263,10,40,20,C,F,South East,London,Silver,1420,4
9161423,7,64,8,B,M,South West,S West,Tin,0.01,8
5612985,10,65,53,F,NA,South East,S & S East,Silver,35,1
8751670,4,58,26,C,M,South East,London,Silver,1000,12
4750916,8,73,NA,NA,F,South East,S & S East,Gold,6000,NA
6055745,8,43,8,B,F,Midlands,Midlands,Gold,6000,2
8743481,10,44,2,A,F,Midlands,Wales & West,Gold,12000,8
276316,9,47,52,F,M,Midlands,East,Gold,6000,1
8553760,9,46,34,D,F,Midlands,East,Tin,0.01,9
394691,7,57,37,E,U,North,Yorkshire,Gold,6000,2
6149939,6,70,34,D,F,Midlands,Midlands,Silver,3050.01,8
148906,11,48,4,A,M,North,N West,Tin,0.01,4
1102815,7,74,10,B,F,South East,London,Gold,5644.12,5
9338853,4,63,35,D,F,North,N West,Gold,6000,4
7892602,7,51,19,C,F,Midlands,Midlands,Gold,6000,2
2238456,7,51,33,D,NA,South East,London,Silver,60.01,8
8571001,15,34,34,D,F,North,N West,Gold,6053.35,NA
6715186,10,68,12,B,F,Scottish,N Scot,Gold,6000,4
9092805,11,38,10,B,F,North,N East,Gold,10000,NA
1189037,10,47,48,F,U,South East,London,Silver,100.01,8
7714706,8,68,6,B,F,Midlands,Midlands,Silver,1000,12
2606764,12,33,31,D,F,North,N West,Tin,0.01,7
507988,4,63,30,D,F,Midlands,East,Gold,9000,8
4907018,12,33,38,E,NA,South East,London,Silver,5000,4
276439,3,34,19,C,M,Midlands,Midlands,Silver,900,9
161182,NA,61,50,F,U,South East,London,Silver,1150.01,7
5060230,11,62,38,E,F,Midlands,East,Silver,240,12
1480365,4,47,2,A,U,South East,London,Gold,10000,14
4211077,8,78,35,D,F,Midlands,Midlands,Gold,6000,1
6395573,NA,52,52,F,NA,South East,S & S East,Silver,0.02,9
8481268,9,77,52,F,M,Midlands,Wales & West,Gold,10000,1
9450366,6,50,51,F,F,Midlands,Midlands,Tin,0.01,5
5510788,NA,59,17,C,F,North,N West,Gold,9000,3
5358182,5,57,4,A,M,South East,London,Silver,1000,1
8788288,4,44,51,F,F,South East,London,Gold,6000,6
4684707,13,35,32,D,F,North,N West,Silver,2050,1
6915655,25,25,35,D,F,North,Yorkshire,Silver,3000,3
4845498,7,43,42,E,F,North,N West,Tin,0.01,4
8845899,10,35,32,D,F,Midlands,Midlands,Tin,0.01,5
4755284,7,74,10,B,M,Scottish,C Scotland,Gold,6000,14
8539715,3,65,15,B,M,Midlands,Wales & West,Gold,18000,4
4145969,10,57,46,F,NA,Midlands,Midlands,Silver,500,4
6169045,11,42,4,A,F,South East,London,Silver,600,11
3110633,7,36,40,E,F,South East,London,Tin,0.01,8
8672517,4,51,52,F,F,North,Yorkshire,Gold,8994.89,10
485929,10,48,33,D,F,Midlands,Wales & West,Gold,6000,3
8861384,11,59,2,A,F,South East,London,Tin,0.01,5
7210226,6,67,27,D,F,South East,London,Gold,13000,5
5189339,8,50,14,B,M,Midlands,Wales & West,Gold,18053.35,5
9423887,8,63,2,A,F,North,N West,Silver,1925,7
9248878,11,57,11,B,M,South West,S West,Silver,1000,5
7429872,7,67,18,C,F,South East,S & S East,Platinum,42000,5
3251803,5,43,12,B,F,Midlands,Midlands,Silver,2000,5
8046514,8,68,28,D,F,NA,NA,Gold,6000,1
906752,10,65,51,F,M,North,N East,Silver,500,15
3527056,4,45,35,D,F,North,Yorkshire,Tin,0.01,8
3850811,12,NA,26,C,NA,South East,London,Silver,420,4
6806692,9,49,4,A,F,South East,London,Tin,0.01,8
6304792,5,NA,33,D,M,Midlands,Midlands,Silver,5000,9
7644611,6,45,12,B,M,South East,London,Gold,6000,8
4415302,9,39,53,F,NA,North,N West,Tin,0.01,5
1274099,6,64,14,B,F,Midlands,East,Tin,0.01,6
1847847,11,35,38,E,M,South East,S & S East,Tin,0.01,4
1285882,10,69,2,A,NA,Scottish,N Scot,Gold,18000,5
6518899,10,36,2,A,U,Scottish,C Scotland,Silver,300,8
9518080,7,78,12,B,F,South East,London,Gold,6053.82,6
1014940,6,72,2,A,F,South East,London,Tin,0.01,7
6712651,7,54,52,F,M,South East,London,Tin,0.01,8
6321520,4,NA,27,D,F,South East,London,Tin,0.01,7
5318620,11,60,47,F,M,North,Yorkshire,Gold,6000,2
3999092,10,52,6,B,F,South West,S West,Silver,50,9
1719845,7,47,37,E,F,Midlands,Midlands,Gold,6053.35,6
9836922,8,41,44,E,F,Midlands,Midlands,Tin,0.01,9
5220053,9,NA,8,B,M,North,Yorkshire,Silver,5000,5
8934904,14,46,17,C,F,Scottish,C Scotland,Tin,0.01,8
5283048,12,35,NA,NA,F,Midlands,Ulster,Tin,0.01,4
1154982,9,65,26,C,F,South East,London,Gold,6000,5
6396657,12,37,23,C,F,North,N West,Silver,0.02,8
5163277,13,55,18,C,M,NA,NA,Gold,6000,1
1534270,12,36,28,D,F,South East,S & S East,Tin,0.01,2
8586725,7,64,25,C,F,South East,London,Tin,0.01,10
517323,NA,71,17,C,M,North,N East,Gold,9926.67,7
356219,8,54,28,D,NA,South East,S & S East,Silver,4500,5
8330708,10,33,NA,NA,NA,Midlands,Midlands,Tin,0.01,8
81577,10,33,19,C,F,South East,S & S East,Tin,0.01,5
6696526,9,74,30,D,F,NA,NA,Silver,1000,5
3446017,9,56,38,E,F,South East,S & S East,Gold,7000,2
7072804,NA,NA,24,C,M,South East,S & S East,Silver,50,11
6126365,6,64,11,B,F,Midlands,Wales & West,Silver,3000,1
2307278,16,NA,12,B,F,Midlands,Wales & West,Silver,5000,6
4359670,12,68,4,A,M,South East,London,Gold,20000,3
3869434,9,67,17,C,M,North,N East,Gold,9300,3
2560620,9,46,NA,NA,F,Midlands,Ulster,Silver,1000,5
3493609,14,78,35,D,F,Midlands,Midlands,Gold,6000,4
7348201,9,NA,14,B,F,South East,London,Silver,5000,5
4627620,21,NA,41,E,F,South East,London,Silver,1288.44,3
5871312,9,70,18,C,F,South East,S & S East,Tin,0.01,8
1143153,5,NA,44,E,M,North,N West,Tin,0.01,9
6054931,10,41,53,F,U,NA,NA,Gold,19988.86,3
7073460,9,65,47,F,F,North,N West,Tin,0.01,10
6778043,6,32,28,D,F,North,Yorkshire,Tin,0.01,5
9910930,6,50,49,F,F,Midlands,Midlands,Tin,0.01,9
998456,11,47,52,F,M,Midlands,Wales & West,Silver,600,9
3816246,11,71,44,E,M,South East,London,Gold,12000,8
6046023,11,35,26,C,F,South East,London,Tin,0.01,8
8767099,10,67,12,B,M,Midlands,East,Gold,6035.34,12
3155870,8,45,32,D,F,North,N East,Silver,2000,1
8721094,10,77,49,F,F,Midlands,Midlands,Gold,9786.02,11
1378751,9,56,10,B,F,Scottish,C Scotland,Silver,3696.14,12
856817,6,66,12,B,M,Midlands,Midlands,Gold,6600,13
2863633,4,63,24,C,F,North,N West,Silver,600,10
9619341,10,51,19,C,M,Midlands,Midlands,Tin,0.01,8
9162236,12,79,49,F,F,North,Yorkshire,Gold,12000,8
9748447,9,29,26,C,F,South East,London,Silver,600,5
4457820,7,74,8,B,F,South East,London,Silver,5000,4
6170313,11,60,25,C,F,North,N West,Gold,7000,6
8909968,8,68,12,B,F,Midlands,Midlands,Gold,12158.67,18
7593780,9,38,28,D,F,South East,S & S East,Gold,6000,7
173312,11,48,38,E,F,South East,London,Tin,0.01,5
921530,7,NA,49,F,M,North,Yorkshire,Silver,3000,7
6500259,9,67,16,C,F,Midlands,Midlands,Gold,9000,8
5231851,7,42,49,F,F,North,Yorkshire,Tin,0.01,5
6784453,9,42,35,D,F,North,N East,Silver,2400,3
7428916,7,76,25,C,M,South East,London,Silver,2000.01,5
7682701,8,37,NA,NA,NA,South East,London,Gold,6000,1
5363212,4,59,34,D,F,Midlands,Midlands,Silver,1000.01,8
7309427,6,65,NA,NA,M,Midlands,Ulster,Silver,3000,18
6491809,7,61,52,F,M,Midlands,Midlands,Silver,3000,7
1266809,12,NA,9,B,F,South East,London,Silver,0.02,5
8486372,6,58,32,D,F,Midlands,Midlands,Silver,1000,5
7697119,14,NA,52,F,F,North,N West,Gold,5998.39,9
3096674,15,59,47,F,F,Midlands,Midlands,Silver,2000,3
1431402,12,45,24,C,U,Midlands,East,Tin,0.01,10
2641135,7,60,51,F,M,Midlands,East,Tin,0.01,7
5470835,7,50,2,A,M,North,N East,Silver,3000,1
446487,3,79,12,B,F,Midlands,Midlands,Silver,1500,5
235103,10,NA,35,D,F,North,N West,Tin,0.01,5
3123853,8,49,34,D,NA,Midlands,East,Tin,0.01,9
8405592,NA,53,35,D,M,Midlands,Midlands,Silver,3000,5
9762050,8,54,24,C,F,Scottish,C Scotland,Silver,3820,5
5032490,11,62,44,E,NA,North,Yorkshire,Gold,10000,3
5767400,6,58,51,F,F,Midlands,Midlands,Gold,5906.2,15
6469172,7,73,4,A,U,South East,London,Silver,2000,1
4581976,6,64,1,A,F,Midlands,Midlands,Silver,5000,5
3318961,9,61,32,D,NA,North,N West,Silver,50,7
8573427,NA,53,28,D,F,North,Yorkshire,Gold,12500,6
1297970,3,45,35,D,U,North,N East,Silver,1270,4
6515542,9,36,22,C,U,South East,London,Tin,0.01,4
9795652,8,76,37,E,NA,North,N West,Silver,4000,11
6160901,10,42,44,E,U,Midlands,Wales & West,Tin,0.01,2
9493858,8,41,5,B,F,Scottish,C Scotland,Silver,2500,21
584572,9,53,22,C,NA,South East,S & S East,Silver,1000,8
3275794,12,72,1,A,F,South East,London,Gold,6107.64,7
9223004,7,60,19,C,F,South East,London,Silver,4000,4
5004770,7,65,51,F,M,South East,S & S East,Silver,3000,6
7444718,14,54,32,D,F,South East,London,Gold,6053.35,NA
2324049,14,49,10,B,F,South East,London,Silver,1500,5
3447214,7,44,16,C,F,North,N West,Tin,0.01,7
7298208,8,76,38,E,M,Midlands,Midlands,Gold,6000,2
875907,3,33,33,D,M,South West,S West,Silver,420,6
6872316,NA,NA,2,A,M,South East,London,Gold,6000,2
3615046,8,55,4,A,M,South East,London,Gold,6000,NA
6397106,10,60,52,F,F,North,N East,Silver,2500,4
2554167,9,64,49,F,F,NA,NA,Gold,8000.01,4
5900266,7,NA,8,B,M,South East,S & S East,Silver,3000,1
7328482,11,40,47,F,F,Midlands,Wales & West,Tin,0.01,7
7390320,11,62,35,D,F,North,N West,Silver,3000,8
4631658,3,64,1,A,M,South East,S & S East,Tin,0.01,5
1051139,10,66,10,B,F,Scottish,C Scotland,Gold,6000,2
9927614,5,48,28,D,M,South East,London,Platinum,55052.66,8
2551538,12,39,55,U,M,Midlands,East,Platinum,37226.76,7
3517045,10,40,52,F,M,Midlands,Midlands,Tin,0.01,5
5291620,15,51,37,E,F,Midlands,Midlands,Silver,3416.36,10
3057702,5,55,11,B,F,North,N East,Gold,10000,1
3451545,9,58,28,D,F,Midlands,Midlands,Tin,0.01,8
8836916,8,67,2,A,F,South West,S West,Platinum,20567.11,9
7475182,6,49,6,B,F,South East,S & S East,Silver,50,2
634323,7,65,53,F,M,Scottish,N Scot,Silver,1000,12
1242853,13,37,14,B,M,South East,London,Silver,600,4
3367434,5,31,38,E,F,Midlands,Midlands,Tin,0.01,5
2136167,3,54,23,C,F,South West,S West,Silver,2500.01,9
1836817,3,68,24,C,M,North,N East,Gold,16000,5
1691294,7,47,12,B,F,South East,London,Tin,0.01,5
2500376,11,78,10,B,M,South East,London,Gold,12000,8
1399359,16,NA,35,D,F,North,Yorkshire,Platinum,26161,8
1053600,13,49,53,F,F,North,Yorkshire,Gold,10802.7,5
4447520,11,38,47,F,F,Midlands,Midlands,Gold,6000,1
2141256,10,55,53,F,M,North,Yorkshire,Silver,3000,8
8920263,7,51,52,F,F,South East,London,Gold,6053.35,6
7546015,6,73,9,B,F,South East,London,Tin,0.01,5
8378523,7,61,53,F,F,Midlands,Midlands,Silver,0.02,9
4720963,8,46,38,E,F,Midlands,Wales & West,Tin,0.01,9
2090555,8,55,19,C,F,South East,London,Tin,0.01,14
3054717,8,62,31,D,NA,South East,London,Silver,50.27,7
7498980,8,NA,20,C,M,South East,London,Tin,0.01,5
6103694,5,64,NA,NA,NA,South East,London,Platinum,50000,1
6001697,3,77,35,D,M,Midlands,Midlands,Gold,15000,29
241993,4,50,27,D,M,South East,London,Gold,15000,4
5321912,12,77,8,B,M,Midlands,East,Gold,6000,4
3006880,6,59,1,A,U,South East,London,Gold,6000,5
265226,8,67,37,E,NA,South West,S West,Gold,19125.15,11
3630023,11,NA,51,F,F,South East,London,Tin,0.01,4
8868472,9,45,17,C,F,Midlands,East,Tin,0.01,4
6425164,10,47,50,F,F,Midlands,Wales & West,Silver,3000.01,8
7236226,10,42,52,F,NA,Midlands,Midlands,Tin,0.01,8
1373109,8,73,46,F,M,South East,S & S East,Gold,9000,3
1067590,6,44,17,C,F,Midlands,Midlands,Silver,2000,1
3368836,5,33,NA,NA,F,North,N East,Silver,50,1
6358388,14,67,10,B,F,South East,London,Gold,6000,19
8483098,6,63,NA,NA,F,Scottish,N Scot,Gold,10000,1
7026560,6,56,37,E,NA,South East,S & S East,Silver,1000,4
5618301,7,56,27,D,U,North,N East,Gold,6000,2
2772183,5,48,19,C,NA,South East,London,Tin,0.01,5
6291777,10,34,4,A,F,South East,London,Silver,125,4
4209319,6,56,41,E,F,South East,S & S East,Gold,9000.01,5
7852137,8,40,27,D,F,South East,London,Silver,3000,2
9643063,7,40,45,E,F,North,Yorkshire,Platinum,45500,1
6965447,8,51,26,C,F,South East,London,Tin,0.01,7
6150578,7,46,4,A,M,South East,London,Platinum,25000,1
6358769,8,54,28,D,NA,South East,London,Silver,100,11
4105855,6,58,40,E,M,South East,London,Tin,0.01,5
2118142,9,67,5,B,F,Scottish,C Scotland,Gold,6000,2
1856758,4,40,51,F,F,Midlands,East,Silver,500.01,8
5713762,8,53,18,C,F,South East,London,Silver,4500,16
7601116,13,53,8,B,F,Midlands,Midlands,Silver,5000,1
5400753,8,79,52,F,F,North,Yorkshire,Gold,6000,2
560567,10,51,25,C,U,South East,London,Silver,5000,2
6395260,6,48,16,C,F,North,N East,Silver,1000,9
927392,12,57,14,B,F,North,N West,Gold,6000,1
4231425,13,68,32,D,F,North,Yorkshire,Silver,1000,8
3779144,4,41,51,F,F,North,Yorkshire,Silver,1000,3
1160047,5,45,17,C,F,Midlands,Midlands,Tin,0.01,5
2012997,7,64,12,B,M,Midlands,Wales & West,Silver,1000,5
5636722,11,57,47,F,F,North,N West,Tin,0.01,9
485249,4,45,24,C,M,South East,S & S East,Silver,3000,9
6562282,8,38,44,E,M,North,Yorkshire,Tin,0.01,8
9997157,NA,61,8,B,F,North,Yorkshire,Silver,500,9
5481074,3,NA,19,C,F,South East,S & S East,Gold,6053.35,7
4243931,8,53,53,F,NA,North,Yorkshire,Silver,280,1
704442,7,33,16,C,F,North,N West,Tin,0.01,NA
3788694,9,34,44,E,NA,Midlands,East,Tin,0.01,8
7812763,NA,66,51,F,M,North,N West,Gold,12000,2
8062768,8,63,24,C,F,Midlands,Wales & West,Gold,15000,4
4368961,7,51,25,C,M,North,N East,Silver,1000,9
235574,2,66,9,B,NA,South East,London,Platinum,22915.65,4
1079166,9,63,12,B,F,Midlands,East,Silver,3000,5
5922204,10,34,35,D,F,North,Yorkshire,Tin,0.01,8
5887778,8,50,4,A,F,North,Yorkshire,Silver,2686.88,7
2815055,NA,34,52,F,F,Midlands,Midlands,Silver,100,1
5433257,5,53,25,C,M,South East,London,Gold,9000,8
2550835,NA,47,28,D,NA,North,Yorkshire,Silver,3000,2
2126664,5,58,47,F,U,Midlands,Midlands,Silver,500,16
3336061,5,40,27,D,F,North,N West,Tin,0.01,4
543500,8,48,47,F,F,Midlands,Wales & West,Silver,1000,4
3940476,16,44,28,D,M,South East,London,Silver,4000,4
2829581,4,71,8,B,NA,South East,London,Gold,6000,6
1550292,12,NA,NA,NA,M,Midlands,Ulster,Gold,8044.46,7
1095152,9,44,35,D,F,South East,London,Platinum,25267.06,5
7831252,11,48,27,D,M,North,N West,Tin,0.01,5
1108252,12,53,51,F,F,Midlands,Wales & West,Silver,3000,2
5417040,8,64,30,D,F,South East,S & S East,Silver,480,5
4124373,12,55,38,E,F,Midlands,Midlands,Tin,0.01,5
6662418,12,50,35,D,M,North,Yorkshire,Gold,14000,29
3959076,8,47,22,C,F,South East,London,Tin,0.01,5
800900,11,76,8,B,NA,South East,London,Gold,10000,5
1013086,14,54,24,C,F,South East,S & S East,Gold,16000,6
3564111,8,56,17,C,F,NA,NA,Gold,10300,21
6645152,NA,77,2,A,U,South East,S & S East,Silver,5000,21
6952855,6,47,38,E,F,South East,London,Tin,0.01,4
7465366,6,42,52,F,NA,Midlands,Midlands,Silver,4097.78,12
9662473,7,51,45,E,M,Midlands,Midlands,Tin,0.01,5
1116927,NA,27,52,F,F,South East,London,Silver,2500,4
6995071,9,NA,21,C,F,South East,London,Gold,6000,2
8691631,NA,77,10,B,F,Scottish,C Scotland,Gold,14000,29
9495404,9,41,4,A,NA,Midlands,Midlands,Silver,4000,5
5158521,12,76,16,C,F,South East,S & S East,Gold,6000,9
1530386,12,62,4,A,NA,Midlands,Midlands,Silver,2500,6
9882325,6,30,16,C,M,South East,London,Silver,2000,10
2981135,11,58,30,D,M,South East,S & S East,Gold,18000,8
1539774,6,41,51,F,F,South East,S & S East,Tin,0.01,4
6673469,14,74,4,A,M,North,N West,Silver,1000,2
8327696,13,73,2,A,NA,Scottish,C Scotland,Gold,18053.34,8
5473230,9,59,12,B,F,Midlands,Wales & West,Platinum,30000,4
7499663,11,77,12,B,F,South East,London,Gold,12000,8
1802607,13,45,50,F,M,North,N East,Tin,0.01,8
3326265,8,60,27,D,F,Midlands,Midlands,Silver,3500,5
6541192,9,66,8,B,M,North,Yorkshire,Gold,6000,2
879005,13,47,50,F,NA,NA,NA,Silver,50,1
2803990,8,68,18,C,F,South East,S & S East,Platinum,25000,6
7510748,8,48,NA,NA,F,North,N West,Silver,5000,10
3762031,12,55,19,C,NA,Midlands,Wales & West,Gold,6000,5
3019834,5,43,12,B,F,South East,London,Silver,100,10
2311044,8,51,52,F,F,Scottish,C Scotland,Silver,1500,13
4391452,8,63,44,E,F,North,N West,Gold,8500,11
5079690,14,48,37,E,NA,Midlands,Midlands,Tin,0.01,8
3393660,5,54,12,B,M,Midlands,Midlands,Gold,10000,3
8008223,6,65,16,C,M,Midlands,East,Silver,2000,8
8249,10,45,53,F,NA,Midlands,Midlands,Silver,3500,9
2796482,NA,61,NA,NA,M,South East,London,Gold,12000,15
9245417,5,67,38,E,F,Midlands,Midlands,Gold,10000,4
1686032,7,65,37,E,NA,North,Yorkshire,Silver,180,12
3957644,13,48,47,F,F,Scottish,C Scotland,Tin,0.01,5
5921373,6,69,4,A,M,North,Yorkshire,Tin,0.01,8
6377221,9,38,19,C,F,South East,S & S East,Silver,3300,4
5694630,17,61,34,D,F,Midlands,Midlands,Silver,2000,9
5171630,7,72,19,C,M,South East,London,Gold,9000,9
1795800,7,58,22,C,F,South East,London,Silver,2000,5
7187344,4,52,47,F,NA,Midlands,East,Tin,0.01,5
5079835,14,58,38,E,F,Scottish,C Scotland,Gold,6000,13
7204215,10,69,37,E,M,South East,S & S East,Gold,6000,2
6714120,15,39,52,F,F,South East,London,Tin,0.01,10
5139041,11,41,10,B,F,South East,London,Tin,0.01,5
2993433,7,44,8,B,U,North,Yorkshire,Tin,0.01,5
5730485,9,65,8,B,F,South East,London,Gold,6105.32,8
7002360,18,41,25,C,F,South East,S & S East,Tin,0.01,5
6353419,8,49,27,D,M,North,N East,Tin,0.01,4
3246409,10,NA,51,F,M,North,N East,Tin,0.01,5
7051606,6,52,32,D,NA,NA,NA,Tin,0.01,9
4428695,9,51,48,F,F,South East,London,Tin,0.01,8
8361221,6,66,41,E,M,North,N West,Platinum,41078.35,8
6559654,3,66,15,B,F,Midlands,Midlands,Gold,10919.71,9
2230623,7,54,27,D,F,South East,London,Silver,3401.6,4
6823169,4,67,14,B,F,Midlands,East,Gold,15861.88,9
5754946,12,29,NA,NA,M,South East,London,Silver,3000,NA
389125,7,49,44,E,M,North,Yorkshire,Tin,0.01,8
1800766,10,63,21,C,F,South East,London,Gold,8400,8
8017172,10,34,39,E,M,NA,NA,Silver,50,4
9397017,5,45,28,D,F,South East,S & S East,Tin,0.01,5
5300402,13,58,13,B,M,Midlands,East,Tin,0.01,7
2628072,7,53,26,C,NA,South East,London,Silver,2750,5
9401862,2,59,3,A,F,North,N West,Gold,12053.35,6
3501004,7,60,6,B,F,South East,S & S East,Gold,6000,11
4986920,9,41,18,C,F,South East,London,Silver,5000,1
7361187,13,34,NA,NA,F,Midlands,Ulster,Silver,2300,1
5992566,10,46,38,E,F,North,N West,Tin,0.01,7
4112815,5,66,30,D,F,South East,S & S East,Gold,6000,2
7709378,7,39,12,B,F,Midlands,East,Silver,500,8
5965642,9,63,16,C,U,North,N East,Gold,18000,9
1664317,8,50,4,A,F,Midlands,Midlands,Silver,2500,1
9115925,12,38,27,D,F,Midlands,Wales & West,Silver,50.01,9
299418,7,41,49,F,M,Midlands,Wales & West,Tin,0.01,8
7402426,6,72,28,D,F,North,N West,Gold,10000,4
9491948,5,68,52,F,F,South East,London,Tin,0.01,18
3551609,8,73,4,A,U,South East,London,Platinum,20278.19,4
2096770,10,NA,4,A,F,South East,S & S East,Gold,6000,2
6052953,11,77,17,C,F,Midlands,East,Gold,7553.35,6
4618465,7,43,9,B,U,South East,London,Tin,0.01,4
3252353,7,58,49,F,F,North,Yorkshire,Tin,0.01,8
9984580,10,65,16,C,U,North,N West,Silver,3000,2
214783,7,47,10,B,M,Midlands,East,Tin,0.01,8
3765493,6,53,20,C,F,South East,London,Tin,0.01,11
7936942,NA,34,NA,NA,F,Midlands,East,Tin,0.01,7
287070,8,35,27,D,F,South East,London,Tin,0.01,8
6156421,13,60,37,E,NA,South East,London,Tin,0.01,8
1376444,NA,72,19,C,M,Scottish,C Scotland,Silver,4500,26
511371,8,32,48,F,F,South East,S & S East,Silver,50.01,10
3705971,10,36,17,C,F,South East,London,Gold,5500,1
8126447,10,62,6,B,M,Midlands,Wales & West,Tin,0.01,4
1881962,10,43,27,D,F,North,Yorkshire,Platinum,29055.32,8
3887946,5,78,14,B,M,North,N West,Gold,6000,31
5358550,12,44,19,C,U,Midlands,Midlands,Tin,0.01,5
8120693,10,48,26,C,F,South East,London,Tin,0.01,7
6564749,11,NA,5,B,F,South East,S & S East,Gold,6105.32,10
4128007,10,52,NA,NA,NA,Midlands,Ulster,Tin,0.01,7
4211427,6,56,23,C,M,Midlands,Wales & West,Tin,0.01,16
9586258,4,45,42,E,U,North,N East,Silver,600.01,4
5704947,9,NA,55,U,F,Midlands,Midlands,Silver,480,10
9507753,3,79,10,B,F,South East,London,Gold,6053.34,5
8705493,10,60,34,D,U,NA,NA,Tin,0.01,9
462108,5,50,49,F,F,Midlands,Wales & West,Silver,420,8
6692404,13,56,4,A,M,Midlands,Midlands,Gold,6000,1
1184159,10,55,28,D,F,Midlands,Midlands,Gold,9000,13
6765658,12,42,29,D,F,South East,London,Tin,0.01,8
9163300,10,66,10,B,F,South East,London,Gold,6000,12
8994820,7,49,8,B,NA,South East,London,Silver,3000,13
6615417,12,60,44,E,M,Midlands,Wales & West,Tin,0.01,5
4823928,13,77,14,B,M,North,N West,Silver,180,12
6205534,7,32,21,C,F,South East,London,Platinum,41000,5
442527,8,33,34,D,M,South East,S & S East,Tin,0.01,4
8887219,11,77,43,E,M,Scottish,Border,Gold,13500,13
5395714,9,NA,52,F,M,Midlands,Midlands,Silver,5000,4
6487282,4,59,19,C,F,Midlands,Wales & West,Gold,9000,5
2215619,15,71,53,F,F,Midlands,East,Silver,4000,12
8086602,NA,66,44,E,F,South East,S & S East,Tin,0.01,9
7805617,6,62,37,E,F,North,N West,Tin,0.01,5
1308419,8,NA,50,F,NA,South East,London,Tin,0.01,7
6657209,9,72,15,B,F,North,N East,Silver,3000,14
397431,14,47,5,B,M,South East,S & S East,Gold,12000,7
3940934,NA,78,13,B,F,South East,S & S East,Silver,4000,8
6298816,8,53,41,E,F,South East,S & S East,Gold,6000,7
9226727,7,41,52,F,F,Midlands,Midlands,Gold,6000,1
8449531,NA,51,37,E,F,Midlands,East,Silver,1000,5
5910131,10,42,53,F,M,North,N West,Silver,300,9
3881392,8,62,38,E,M,South East,S & S East,Silver,1000,9
5804774,18,56,30,D,F,South East,S & S East,Gold,14100,NA
2608869,5,58,27,D,F,Midlands,East,Gold,9000,4
3533847,13,30,43,E,F,South East,S & S East,Silver,2400,9
4058929,5,56,14,B,F,Midlands,Midlands,Gold,6053.35,5
2422830,10,39,14,B,F,South East,London,Tin,0.01,5
4406464,10,76,8,B,F,Scottish,C Scotland,Gold,12000,8
4932033,8,54,49,F,F,North,Yorkshire,Gold,9000,8
4564711,8,50,52,F,NA,Scottish,C Scotland,Tin,0.01,7
5877244,9,51,52,F,F,North,N West,Tin,0.01,4
6959043,15,73,8,B,F,South East,S & S East,Silver,2000,6
7311346,5,57,38,E,NA,Scottish,C Scotland,Gold,6107.64,6
3091454,5,50,24,C,U,Midlands,Midlands,Tin,0.01,5
6346903,7,66,16,C,M,South East,London,Gold,12000,5
6683682,2,74,12,B,F,South East,S & S East,Silver,1271.22,18
7108503,6,NA,4,A,F,North,N West,Gold,12000,14
804657,8,48,4,A,M,South East,London,Silver,3000,2
